Restaurant Name,City,Cuisines,Average Cost for two,Price range,Has Online delivery,Has Table booking,Votes,Aggregate rating,Longitude,Latitude,price_bucket,content
Wah Ji Wah,New Delhi,"north indian, chinese",450,1,online,offline,112,2.1,77.2064665,28.52493186,moderate,"north indian, chinese New Delhi moderate online offline"
Blue Tokai Coffee Roasters,New Delhi,cafe,350,1,online,offline,269,4.4,77.200089,28.5173033,moderate,cafe New Delhi moderate online offline
Ice Pan Creamery,New Delhi,"ice cream, desserts",250,1,offline,offline,92,4.2,77.21681479,28.52780217,moderate,"ice cream, desserts New Delhi moderate offline offline"
Rose Cafe,New Delhi,"cafe, italian, lebanese, continental, mediterranean",1000,3,offline,offline,1653,4.1,77.1982094,28.5178209,expensive,"cafe, italian, lebanese, continental, mediterranean New Delhi expensive offline offline"
Nueva,New Delhi,south american,2500,4,offline,online,14,3.3,77.1720619,28.571902,expensive,south american New Delhi expensive offline online
Cafe Diva,New Delhi,"european, italian",2000,4,offline,online,109,3.8,77.1720619,28.5722604,expensive,"european, italian New Delhi expensive offline online"
Starbucks,New Delhi,cafe,700,2,offline,offline,74,3.7,77.1738591,28.5724323,expensive,cafe New Delhi expensive offline offline
Cafe Delhi Heights,New Delhi,"continental, american, italian, seafood, north indian, cafe",2000,4,offline,online,304,4.0,77.1734996,28.571681,expensive,"continental, american, italian, seafood, north indian, cafe New Delhi expensive offline online"
Delhi Club House,New Delhi,"north indian, continental, asian",1700,3,offline,offline,416,4.1,77.1738591,28.5724323,expensive,"north indian, continental, asian New Delhi expensive offline offline"
The Fatty Bao,New Delhi,"asian, sushi",1800,3,offline,online,695,4.1,77.1734996,28.571681,expensive,"asian, sushi New Delhi expensive offline online"
Ziu,New Delhi,thai,1500,3,offline,offline,259,4.1,77.1738591,28.5724323,expensive,thai New Delhi expensive offline offline
Al-Arabi Restaurant,New Delhi,"arabian, north indian",600,2,offline,offline,7,2.9,77.300312,28.53354,moderate,"arabian, north indian New Delhi moderate offline offline"
Bikaner Sweets,New Delhi,"mithai, street food",100,1,offline,offline,9,3.0,77.2919183,28.5353106,cheap,"mithai, street food New Delhi cheap offline offline"
Chawla's�_,New Delhi,north indian,500,2,offline,offline,19,3.0,77.2868798,28.5336131,moderate,north indian New Delhi moderate offline offline
DELI2NITE,New Delhi,"north indian, fast food, chinese",700,2,online,offline,15,2.6,77.2970357,28.5325576,expensive,"north indian, fast food, chinese New Delhi expensive online offline"
Green Chick Chop,New Delhi,"raw meats, north indian, fast food",350,1,offline,offline,14,3.3,77.2918036,28.5351351,moderate,"raw meats, north indian, fast food New Delhi moderate offline offline"
Laziz Fast Food & Laziz Khana,New Delhi,"north indian, chinese",350,1,offline,offline,7,2.8,77.2909739,28.5352265,moderate,"north indian, chinese New Delhi moderate offline offline"
New Zaika Kathi Rolls,New Delhi,fast food,300,1,offline,offline,8,3.1,77.2917987,28.5351255,moderate,fast food New Delhi moderate offline offline
Sardar Ji Chaap & Rolls,New Delhi,fast food,200,1,offline,offline,7,3.2,77.2910441,28.5349496,cheap,fast food New Delhi cheap offline offline
Shri Bala Ji,New Delhi,north indian,150,1,offline,offline,14,3.0,77.2983439,28.5381337,cheap,north indian New Delhi cheap offline offline
The Kitchen Exotica,New Delhi,"north indian, chinese",600,2,offline,offline,9,3.0,77.2821107,28.5400233,moderate,"north indian, chinese New Delhi moderate offline offline"
Wake And Bake,New Delhi,"bakery, desserts",500,2,offline,offline,16,3.2,77.297525,28.5318684,moderate,"bakery, desserts New Delhi moderate offline offline"
Neha's Biscotte,New Delhi,"bakery, desserts",400,1,offline,offline,40,3.5,77.2868353,28.5336327,moderate,"bakery, desserts New Delhi moderate offline offline"
Bikaner Sweets,New Delhi,"mithai, street food",100,1,offline,offline,1,0.0,77.2985617,28.5380821,cheap,"mithai, street food New Delhi cheap offline offline"
Biryani Bot,New Delhi,biryani,200,1,offline,offline,3,0.0,0.0,0.0,cheap,biryani New Delhi cheap offline offline
Brij Ki Rasoi,New Delhi,"north indian, south indian, mughlai",250,1,offline,offline,1,0.0,77.2998315,28.5335902,moderate,"north indian, south indian, mughlai New Delhi moderate offline offline"
Devika Restaurant,New Delhi,south indian,200,1,offline,offline,0,0.0,77.2985607,28.5378528,cheap,south indian New Delhi cheap offline offline
Facebook Fast Food,New Delhi,"north indian, mughlai, chinese",750,2,offline,offline,0,0.0,77.2991003,28.5335599,expensive,"north indian, mughlai, chinese New Delhi expensive offline offline"
Jo's Peace of Cake,New Delhi,"bakery, desserts",300,1,offline,offline,1,0.0,77.2961381,28.5375838,moderate,"bakery, desserts New Delhi moderate offline offline"
Kaka's Tiffin Service,New Delhi,north indian,150,1,offline,offline,0,0.0,77.2963255,28.5374192,cheap,north indian New Delhi cheap offline offline
MK Tiffin Service,New Delhi,north indian,200,1,offline,offline,1,0.0,77.2853594,28.5388021,cheap,north indian New Delhi cheap offline offline
Moni Bakers,New Delhi,bakery,150,1,offline,offline,2,0.0,77.2972152,28.5325746,cheap,bakery New Delhi cheap offline offline
Nutri Lunch,New Delhi,north indian,200,1,offline,offline,0,0.0,77.2921201,28.532939,cheap,north indian New Delhi cheap offline offline
Om Aggarwal Sweets,New Delhi,mithai,100,1,offline,offline,1,0.0,77.2985251,28.5384507,cheap,mithai New Delhi cheap offline offline
Sansar Hotel,New Delhi,north indian,300,1,offline,offline,0,0.0,77.2976641,28.532348,moderate,north indian New Delhi moderate offline offline
Shama Muradabadi Chicken Biryani,New Delhi,mughlai,400,1,offline,offline,0,0.0,77.2990585,28.5334587,moderate,mughlai New Delhi moderate offline offline
Midnight Delight,New Delhi,"north indian, chinese",400,1,online,offline,8,2.4,77.2884321,28.5293671,moderate,"north indian, chinese New Delhi moderate online offline"
Ashok & Ashok Meat Dhaba,New Delhi,north indian,650,2,online,offline,11,3.2,77.1936317,28.5694278,expensive,north indian New Delhi expensive online offline
Durga Sweets Corner,New Delhi,"mithai, street food",100,1,offline,offline,16,3.2,77.1940306,28.5697442,cheap,"mithai, street food New Delhi cheap offline offline"
Hot Pot,New Delhi,"fast food, street food",150,1,offline,offline,16,2.7,77.1954232,28.5762852,cheap,"fast food, street food New Delhi cheap offline offline"
Kwic Bitte Restaurant,New Delhi,"chinese, south indian",300,1,offline,offline,38,3.3,77.1957611,28.5761246,moderate,"chinese, south indian New Delhi moderate offline offline"
Khandani Pakodewala,New Delhi,street food,100,1,offline,offline,223,3.7,77.1937667,28.5697323,cheap,street food New Delhi cheap offline offline
Kulcha King,New Delhi,street food,200,1,online,offline,168,3.8,77.1940263,28.5697787,cheap,street food New Delhi cheap online offline
Cake Spot,New Delhi,"bakery, fast food",400,1,offline,offline,0,0.0,77.1939753,28.5696602,moderate,"bakery, fast food New Delhi moderate offline offline"
Chicken Point,New Delhi,"mughlai, north indian",600,2,offline,offline,0,0.0,77.1936712,28.5699787,moderate,"mughlai, north indian New Delhi moderate offline offline"
Chowringhee,New Delhi,fast food,250,1,online,offline,1,0.0,77.1930423,28.5695602,moderate,fast food New Delhi moderate online offline
Koolees Milkshake Bar,New Delhi,beverages,150,1,offline,offline,0,0.0,0.0,0.0,cheap,beverages New Delhi cheap offline offline
Krispy Kitchen,New Delhi,"chinese, fast food",300,1,offline,offline,1,0.0,77.2012795,28.5797196,moderate,"chinese, fast food New Delhi moderate offline offline"
Mughlai Point,New Delhi,mughlai,300,1,offline,offline,1,0.0,77.1938509,28.5698167,moderate,mughlai New Delhi moderate offline offline
Shama Chicken Corner,New Delhi,mughlai,300,1,offline,offline,0,0.0,77.1935675,28.5694755,moderate,mughlai New Delhi moderate offline offline
Alfa Kathi Rolls,New Delhi,fast food,250,1,offline,offline,23,2.6,77.1687579,28.5875672,moderate,fast food New Delhi moderate offline offline
Angeethi Express,New Delhi,"north indian, chinese, fast food",400,1,offline,offline,11,3.2,77.1700401,28.5879735,moderate,"north indian, chinese, fast food New Delhi moderate offline offline"
Backbenchers,New Delhi,"cafe, continental, italian, north indian",700,2,offline,offline,178,3.4,77.1692313,28.5887026,expensive,"cafe, continental, italian, north indian New Delhi expensive offline offline"
Bake Day,New Delhi,"bakery, fast food",400,1,online,offline,82,3.2,77.1690516,28.5876997,moderate,"bakery, fast food New Delhi moderate online offline"
Balaji Dhaba,New Delhi,north indian,300,1,offline,offline,11,2.7,77.1689617,28.5876911,moderate,north indian New Delhi moderate offline offline
Bhukkad,New Delhi,north indian,500,2,online,offline,8,3.2,77.169099,28.588787,moderate,north indian New Delhi moderate online offline
Cafe Coffee Day,New Delhi,cafe,450,1,offline,offline,78,3.3,77.1688269,28.5884398,moderate,cafe New Delhi moderate offline offline
Cafe Cones & Curries,New Delhi,"fast food, north indian",400,1,offline,offline,6,3.1,77.1672543,28.5877965,moderate,"fast food, north indian New Delhi moderate offline offline"
Cafe Trance & Lounge,New Delhi,"cafe, fast food",500,2,offline,offline,21,2.6,77.1688109,28.5884242,moderate,"cafe, fast food New Delhi moderate offline offline"
Chinese Hut,New Delhi,chinese,500,2,online,offline,33,3.2,77.1693212,28.587367,moderate,chinese New Delhi moderate online offline
Chocolate Square,New Delhi,"bakery, desserts",300,1,offline,offline,76,3.4,77.1688269,28.5880814,moderate,"bakery, desserts New Delhi moderate offline offline"
Chocolate Temptation,New Delhi,"bakery, desserts",500,2,online,offline,62,3.3,77.1684226,28.5878187,moderate,"bakery, desserts New Delhi moderate online offline"
Flirty Momo's,New Delhi,chinese,350,1,offline,offline,8,3.0,77.1683952,28.5883364,moderate,chinese New Delhi moderate offline offline
Food Junkies,New Delhi,"north indian, chinese, mughlai",300,1,offline,offline,11,3.2,0.0,0.0,moderate,"north indian, chinese, mughlai New Delhi moderate offline offline"
Frozen Fantasy,New Delhi,"desserts, beverages",300,1,offline,offline,31,3.3,77.1691415,28.5888732,moderate,"desserts, beverages New Delhi moderate offline offline"
Hooters,New Delhi,"continental, mexican, fast food, north indian, chinese",500,2,offline,offline,6,3.1,0.0,0.0,moderate,"continental, mexican, fast food, north indian, chinese New Delhi moderate offline offline"
Katwalk Lounge,New Delhi,"cafe, italian",600,2,offline,offline,22,3.3,77.1683813,28.5880382,moderate,"cafe, italian New Delhi moderate offline offline"
Mom Hand Momos,New Delhi,chinese,100,1,offline,offline,8,3.3,77.16901079,28.58770395,cheap,chinese New Delhi cheap offline offline
Muradabadi Biryani Centre,New Delhi,mughlai,450,1,offline,offline,20,2.9,77.1690325,28.5875051,moderate,mughlai New Delhi moderate offline offline
NCR Cafe,New Delhi,"cafe, chinese, fast food",800,2,offline,offline,4,3.0,77.1670746,28.5876001,expensive,"cafe, chinese, fast food New Delhi expensive offline offline"
Peri Peri Momos,New Delhi,"chinese, fast food",300,1,offline,offline,9,3.2,77.16854351,28.58765741,moderate,"chinese, fast food New Delhi moderate offline offline"
Rosart�� Chocolate,New Delhi,desserts,200,1,offline,offline,15,3.4,77.1652844,28.5738064,cheap,desserts New Delhi cheap offline offline
Shanghai Restaurant,New Delhi,"north indian, mughlai, chinese",300,1,offline,offline,23,2.5,77.1691415,28.587529,moderate,"north indian, mughlai, chinese New Delhi moderate offline offline"
SharpShooters Roof Top Cafe,New Delhi,"cafe, chinese, italian",450,1,offline,offline,18,3.0,77.1687371,28.5885208,moderate,"cafe, chinese, italian New Delhi moderate offline offline"
Stuti Restaurant,New Delhi,north indian,250,1,offline,offline,26,3.0,77.1689617,28.5875118,moderate,north indian New Delhi moderate offline offline
The Addictions,New Delhi,"north indian, chinese",450,1,offline,offline,31,2.6,77.1683776,28.5879488,moderate,"north indian, chinese New Delhi moderate offline offline"
The Kahuna,New Delhi,"chinese, continental, italian, north indian",800,2,offline,offline,27,3.1,0.0,0.0,expensive,"chinese, continental, italian, north indian New Delhi expensive offline offline"
Turn Up,New Delhi,"north indian, chinese",1200,3,offline,offline,6,3.0,77.1692496,28.5887711,expensive,"north indian, chinese New Delhi expensive offline offline"
Wow! Momo,New Delhi,"chinese, fast food",350,1,offline,offline,154,3.4,77.1691141,28.5887241,moderate,"chinese, fast food New Delhi moderate offline offline"
Echoes Satyaniketan,New Delhi,"cafe, continental, italian, mexican, chinese, american",600,2,offline,offline,1563,4.7,77.1671645,28.5876087,moderate,"cafe, continental, italian, mexican, chinese, american New Delhi moderate offline offline"
#OFF Campus,New Delhi,"cafe, continental, italian, fast food",800,2,online,online,216,3.7,77.1687371,28.5885208,expensive,"cafe, continental, italian, fast food New Delhi expensive online online"
2 Bandits Lounge & Bar,New Delhi,"italian, continental, mexican, north indian",1500,3,offline,online,1316,3.9,77.1670164,28.5876339,expensive,"italian, continental, mexican, north indian New Delhi expensive offline online"
"34, Chowringhee Lane",New Delhi,fast food,350,1,offline,offline,345,3.5,77.1684675,28.5884054,moderate,fast food New Delhi moderate offline offline
Amigo's Hub,New Delhi,"cafe, fast food",500,2,online,offline,193,3.7,77.1683327,28.5879893,moderate,"cafe, fast food New Delhi moderate online offline"
CAD M CAD B,New Delhi,"fast food, italian, beverages",600,2,online,offline,60,3.5,77.1690522,28.5875169,moderate,"fast food, italian, beverages New Delhi moderate online offline"
Cafe 121,New Delhi,"continental, american, italian, north indian, chinese",600,2,online,offline,23,3.6,77.1686921,28.5882925,moderate,"continental, american, italian, north indian, chinese New Delhi moderate online offline"
Cafe Hera Pheri,New Delhi,"cafe, italian, chinese, north indian",500,2,offline,offline,401,3.8,77.1676138,28.5879205,moderate,"cafe, italian, chinese, north indian New Delhi moderate offline offline"
Cafe Tansen,New Delhi,"north indian, chinese",950,2,offline,online,20,3.5,77.1670746,28.5876897,expensive,"north indian, chinese New Delhi expensive offline online"
Caf�� Befikre,New Delhi,"chinese, continental",600,2,online,offline,80,3.8,77.17,28.59,moderate,"chinese, continental New Delhi moderate online offline"
Caf�� 101,New Delhi,"cafe, italian, north indian",600,2,online,offline,365,3.6,77.1683776,28.5879488,moderate,"cafe, italian, north indian New Delhi moderate online offline"
Canteen Till I Die,New Delhi,"cafe, fast food",300,1,offline,offline,91,3.9,77.1684226,28.5879083,moderate,"cafe, fast food New Delhi moderate offline offline"
China Bowl,New Delhi,"chinese, thai, japanese, tibetan",800,2,online,offline,363,3.9,77.1674341,28.5879033,expensive,"chinese, thai, japanese, tibetan New Delhi expensive online offline"
Chowringhee,New Delhi,"street food, chinese, north indian",600,2,online,offline,364,3.6,77.1682428,28.5880703,moderate,"street food, chinese, north indian New Delhi moderate online offline"
Crazy Kitchen Lounge & Terrace,New Delhi,"north indian, chinese, italian",700,2,online,offline,176,3.9,77.1678462,28.5881358,expensive,"north indian, chinese, italian New Delhi expensive online offline"
